id,name,popularity,duration_ms,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
1OOtq8tRnDM8kG2gqUPjAj,Beat It,81,258040,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,1982-11-30,0.776,0.867,3,-3.704,0,0.0479,0.0495,7.92e-06,0.197,0.918,138.827,4
3S2R0EVwBSAVMd5UMgKTL0,Thriller,75,357267,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,1982-11-30,0.773,0.859,11,-4.913,1,0.0747,0.0855,0.000187,0.914,0.813,118.459,4
19Ym5Sg0YyOCa6ao21bdoG,Gypsy,71,264907,Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,1988-11-21,0.622,0.54,5,-13.99,1,0.0261,0.017,0.00771,0.265,0.847,130.879,4
05oETzWbd4SI33qK2gbJfR,Rhiannon,72,252773,Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,1975-07-11,0.723,0.49,9,-14.745,0,0.0296,0.111,0.0946,0.0923,0.795,129.012,4
7Ar4G7Ci11gpt6sfH9Cgz5,Listen to the Music,75,227267,The Doobie Brothers,39T6qqI0jDtSWWioX8eGJz,1972,0.645,0.598,1,-13.18,0,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,4
2MLHyLy5z5l5YRp7momlgw,Island In The Sun,77,200307,Weezer,3jOstUTkEu2JkjvRdBA5Gu,2001-05-15,0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623,4
1oYYd2gnWZYrt89EBXdFiO,Message In A Bottle,74,290280,The Police,5NGO30tJxFlKixkPSgXcFE,1979-10-02,0.577,0.808,1,-7.04,0,0.039,0.0338,1.33e-05,0.221,0.869,151.008,4
1QEEqeFIZktqIpPI4jSVSF,More Than a Feeling,78,285133,Boston,29kkCKKGXheHuoO829FxWK,1976,0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,4
56KqaFSGTb7ifpt16t5Y1N,Rock the Casbah - Remastered,71,222427,The Clash,3RGLhK1IP9jnYFH4BRFJBS,1982,0.797,0.872,9,-6.727,0,0.0575,0.291,0.0,0.284,0.866,129.885,4
40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,83,391376,Eagles,0ECwFtbIWEVNwjlrfc6xoL,1976-12-08,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,4
2kkvB3RNRzwjFdGhaUA0tz,Layla,73,423840,Derek & The Dominos,2rc78XDH9zuJP6bm78lU8Z,1970-11-01,0.404,0.902,1,-3.88,1,0.0665,0.577,0.297,0.287,0.497,115.669,4
1HOMkjp0nHMaTnfAkslCQj,My Sharona,73,295400,The Knack,0Nn9YwJzcaeuU1jJL06e3r,1979-01-01,0.586,0.7,0,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245,4
20OFwXhEXf12DzwXmaV7fj,Bad Moon Rising,79,141600,Creedence Clearwater Revival,3IYUhFvPQItj6xySrBmZkd,1969-08-03,0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,4
3qiyyUfYe7CRYLucrPmulD,Baba O'Riley,75,300400,The Who,67ea9eGLXYMsO2eYQRui3w,1971-08-14,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,4
3Ud6fFep5ZlXzRWw6Sm8no,Walk Of Life,5,249960,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,1985-05-13,0.462,0.918,4,-8.507,1,0.0959,0.405,0.00033,0.126,0.802,172.427,4
5jzma6gCzYtKB1DbEwFZKH,London Calling - Remastered,71,200480,The Clash,3RGLhK1IP9jnYFH4BRFJBS,1979,0.651,0.801,0,-7.34,1,0.0514,0.123,0.0,0.0825,0.776,133.769,4
0UAJH0k4k3slcE83a9UGCe,Lola,46,241040,The Kinks,1SQRv42e4PjEYfPhS0Tk9E,1970-11-27,0.474,0.917,9,-4.19,1,0.0395,0.582,0.231,0.201,0.902,152.113,4
3AhXZa8sUQht0UEdBJgpGc,Like a Rolling Stone,69,369600,Bob Dylan,74ASZWbe4lXaubB36ztrGX,1965-08-30,0.482,0.721,0,-6.839,1,0.0321,0.731,0.0,0.189,0.557,95.263,4
4aVuWgvD0X63hcOCnZtNFA,Hold the Line,79,235547,TOTO,0PFtn5NtBbbUNbU9EAmIWF,1978-10-10,0.473,0.898,6,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556,4
0dOg1ySSI7NkpAe89Zo0b9,Born in the U.S.A.,73,278680,Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,1984-06-04,0.398,0.952,4,-6.042,1,0.061,0.000373,7.75e-05,0.1,0.584,122.093,4
6XUHsYE38CEbYunT983O9G,Give A Little Bit,74,248173,Supertramp,3JsMj0DEzyWc0VDlHuy9Bx,1977-01-01,0.531,0.818,2,-5.358,1,0.0452,0.0694,0.0096,0.263,0.471,90.767,4
4BP3uh0hFLFRb5cjsgLqDh,Fortunate Son,81,140773,Creedence Clearwater Revival,3IYUhFvPQItj6xySrBmZkd,1969-11-02,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,4
1lqMLr9Wj7SM2F9AikGcxN,Hurricane,66,512733,Bob Dylan,74ASZWbe4lXaubB36ztrGX,1976-01-16,0.509,0.827,0,-7.715,1,0.0782,0.0409,0.0,0.12,0.743,135.601,4
5EWPGh7jbTNO2wakv8LjUI,Free Bird,76,547107,Lynyrd Skynyrd,4MVyzYMgTwdP7Z49wAZHx0,1973-01-01,0.249,0.834,0,-8.21,1,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,4
6lFZbCc7pn6Lme1NP7qQqQ,You Can't Always Get What You Want,67,448720,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1969-12-05,0.32,0.62,0,-9.686,1,0.0594,0.64,6.36e-05,0.253,0.472,86.327,4
2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,76,240800,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,1968-10-25,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,4
5pSvjjfsh34sLrkYSNGCl4,Down Under,59,225707,Men At Work,0f3EsoviYnRKTkmayI3cux,1981,0.738,0.809,11,-4.368,0,0.026,0.0964,0.00918,0.18,0.906,107.233,4
1Ud6moTC0KyXMq1Oxfien0,Sympathy For The Devil - 50th Anniversary Edition,73,378147,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1968-12-06,0.702,0.668,9,-9.237,1,0.214,0.518,0.0,0.0588,0.561,116.063,4
55LRDFmsuazr533WrtHHW9,Jumpin' Jack Flash - Mono,51,219467,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1966-01-01,0.596,0.901,3,-7.373,1,0.0482,0.0362,0.749,0.0698,0.621,137.359,4
61UuPxxYUvacEH6SHIK3sU,Brown Sugar - 2009 Remaster,66,228667,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1971-04-23,0.633,0.934,0,-3.594,1,0.0344,0.219,0.00021,0.0592,0.963,128.606,4
52vA3CYKZqZVdQnzRrdZt6,The Times They Are A-Changin',66,192053,Bob Dylan,74ASZWbe4lXaubB36ztrGX,1964-01-13,0.389,0.396,7,-7.999,1,0.0332,0.887,0.0,0.0828,0.585,171.86,3
0P7DoyGrr4Wp9w5TotEtUC,The Weight - Remastered 2000,71,274493,The Band,4vpDg7Y7fU982Ds30zawDA,1968-07-01,0.63,0.551,9,-9.28,1,0.0549,0.373,5.75e-05,0.103,0.518,143.868,4
70C4NyhjD5OZUMzvWZ3njJ,Piano Man,75,339000,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,1973-11-07,0.331,0.55,0,-6.483,1,0.0272,0.605,3.96e-06,0.192,0.429,177.734,3
3Cx4yrFaX8CeHwBMReOWXI,We Didn't Start the Fire,74,287733,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,1989-10-17,0.712,0.967,7,-5.206,1,0.047,0.0771,0.0,0.356,0.895,145.024,4
1jDJFeK9x3OZboIAHsY9k2,I'm Still Standing,84,183440,Elton John,3PhoLpVuITZKcymswpck5b,1983-05-30,0.504,0.904,6,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808,4
3gdewACMIVMEWVbyb8O9sY,"Rocket Man (I Think It's Going To Be A Long, Long Time)",80,281613,Elton John,3PhoLpVuITZKcymswpck5b,1972-05-19,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,4
2TVxnKdb3tqe1nhQWwwZCO,Tiny Dancer,76,377093,Elton John,3PhoLpVuITZKcymswpck5b,1971-11-05,0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075,4
38zsOOcu31XbbYj9BIPUF1,Your Song,78,241787,Elton John,3PhoLpVuITZKcymswpck5b,1970-04-10,0.554,0.315,3,-11.028,1,0.0298,0.828,5.53e-06,0.101,0.325,128.157,4
6dGnYIeXmHdcikdzNNDMm2,Here Comes The Sun - Remastered 2009,81,185733,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,1969-09-26,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,4
2EqlS6tkEnglzr7tkKAAYD,Come Together - Remastered 2009,76,259947,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,1969-09-26,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,4
2nvcTDmZkRWKNMAL29sLHo,The Night They Drove Old Dixie Down,61,211787,The Band,4vpDg7Y7fU982Ds30zawDA,1969-09-22,0.505,0.483,0,-9.272,1,0.0334,0.542,0.0,0.222,0.484,125.839,4
4FdDorlbJTVHcH3djLbIfn,Ode To Billie Joe,55,255002,Bobbie Gentry,4E9w0bms6HcEppFlWjeW2d,1967-08-21,0.637,0.189,7,-10.726,1,0.0471,0.721,0.0,0.0939,0.695,120.142,4
5Wj1rJnCLpMHdLaxsFtJLs,Bennie And The Jets - Remastered 2014,73,322549,Elton John,3PhoLpVuITZKcymswpck5b,1973-10-05,0.665,0.673,0,-7.95,1,0.0493,0.259,7.62e-06,0.497,0.779,132.642,4
5NERbS7923kF471NLKDZkB,Funeral For A Friend / Love Lies Bleeding - Remastered 2014,53,666572,Elton John,3PhoLpVuITZKcymswpck5b,1973-10-05,0.403,0.764,9,-8.554,0,0.0451,0.0221,0.17,0.245,0.196,138.725,4
4IRHwIZHzlHT1FQpRa5RdE,Goodbye Yellow Brick Road - Remastered 2014,74,192827,Elton John,3PhoLpVuITZKcymswpck5b,1973-10-05,0.559,0.473,5,-7.712,1,0.0279,0.446,0.00141,0.154,0.397,121.227,4
7HW5WIw7ZgZORCzUxv5gW5,Don't Go Breaking My Heart,77,275440,Kiki Dee,4vjGlQWexbru6aOUCLTVir,1975-10-24,0.729,0.844,5,-8.824,1,0.0344,0.149,2.87e-06,0.0604,0.777,131.459,4
4JwjzS9WFkWlpzGCwh82fn,Atlantic City,60,314840,The Band,4vpDg7Y7fU982Ds30zawDA,1993-11-02,0.648,0.525,9,-9.213,1,0.0241,0.466,1.5e-06,0.165,0.724,98.131,4
3Vby4nGmtbDo7HDJamOWkT,Stuck In The Middle With You,77,208947,Stealers Wheel,7bPU7cvfoD20ixGD9Qnqki,1972-01-01,0.82,0.575,7,-9.144,1,0.0408,0.0936,0.000135,0.109,0.964,123.765,4
1fDsrQ23eTAVFElUMaf38X,American Pie,75,516893,Don McLean,1gRNBaI4yn6wCCTvRhGWh8,1971,0.531,0.481,4,-11.709,0,0.06,0.699,0.0,0.0842,0.491,138.45,4
2EC9IJj7g0mN1Q5VrZkiYY,Rebel Rebel - 2016 Remaster,72,274747,David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,1974-05-24,0.635,0.686,9,-15.648,1,0.053,0.209,0.0176,0.282,0.464,125.988,4
0LrwgdLsFaWh9VXIjBRe8t,Changes - 2015 Remaster,68,217747,David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,1971-12-17,0.559,0.308,0,-11.75,1,0.0376,0.505,0.0,0.109,0.414,113.633,4
4yugZvBYaoREkJKtbG08Qr,Take It Easy - 2013 Remaster,76,211578,Eagles,0ECwFtbIWEVNwjlrfc6xoL,1972,0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,4
37Tmv4NnfQeb0ZgUC4fOJj,Sultans Of Swing,80,348624,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,1978-10-07,0.733,0.794,5,-10.023,1,0.0307,0.0614,0.0367,0.33,0.931,148.174,4
1H4idkmruFoJBg1DvUv2tY,Band On The Run - 2010 Remaster,70,313027,Wings,3sFhA6G1N0gG1pszb6kk1m,1973-12-05,0.479,0.601,7,-8.806,1,0.0318,0.0832,0.00142,0.11,0.669,124.966,4
54eZmuggBFJbV7k248bTTt,A Horse with No Name,75,252240,George Martin,0tcbedGX7n5UHrMhVsGmIU,1972,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,4
6WCeFNVAXUtNczb7lqLiZU,Crocodile Rock,71,235440,Elton John,3PhoLpVuITZKcymswpck5b,1973-01-22,0.621,0.8,4,-7.284,0,0.0344,0.0263,1.51e-05,0.0591,0.968,149.91,4
5QTxFnGygVM4jFQiBovmRo,(Don't Fear) The Reaper,77,308120,Blue Öyster Cult,00tVTdpEhQQw1bqdu8RCx2,1976,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,4
6H3kDe7CGoWYBabAeVWGiD,Gimme Shelter,76,270773,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1969-12-05,0.634,0.63,1,-8.277,0,0.031,0.447,0.039,0.17,0.489,118.628,4
3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,79,183307,Van Morrison,44NX2ffIYHr6D4n7RaZF7A,1967-09,0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,4
6QhXQOpyYvbpdbyjgAqKdY,Cecilia,72,174827,Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,1970-01-26,0.755,0.876,0,-8.867,1,0.0362,0.357,5.17e-06,0.22,0.954,102.762,4
63T7DJ1AFDD6Bn8VzG6JE8,"Paint It, Black",80,202267,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1966-04-15,0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,4
7L3b6iaVhDVjfo52Hbvh9Z,Edge of Seventeen - 2016 Remaster,69,329413,Stevie Nicks,7crPfGd2k81ekOoSqQKWWz,1981-07-27,0.591,0.804,0,-7.299,1,0.0454,0.327,5.98e-06,0.0818,0.658,111.457,4
66LhCsc06aTa2Ig7iYPDSP,Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) - 2016 Remaster,60,244440,Tom Petty and the Heartbreakers,4tX2TplrkIP4v05BNC903e,1981-07-27,0.631,0.597,4,-7.382,0,0.026,0.379,0.00273,0.146,0.665,107.26,4
7HKez549fwJQDzx3zLjHKC,Start Me Up - Remastered 2009,76,213067,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1981-08-24,0.631,0.932,5,-4.142,1,0.0354,0.0436,0.137,0.0918,0.971,122.429,4
19Shlms2uTnOjIUg50TXzd,Never Going Back Again - 2004 Remaster,70,134400,Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,1977-02-04,0.654,0.336,6,-12.825,1,0.0379,0.858,0.385,0.0786,0.947,176.083,4
3CPeWqqaHR0hmyfsWhMJQs,Don't Stop - 2004 Remaster,59,193347,Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,1977-02-04,0.672,0.72,9,-7.781,1,0.035,0.0373,9.38e-06,0.0371,0.828,118.731,4
55mQhobuwtY7lfLAXylg1k,You Make Loving Fun - 2004 Remaster,55,216627,Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,1977-02-04,0.62,0.604,7,-9.088,0,0.0261,0.0133,0.102,0.104,0.857,126.576,4
0VV8wkOM4w78A2OHZOTzNP,Live And Let Die - 2018 Remaster,64,192773,Wings,3sFhA6G1N0gG1pszb6kk1m,1973-04-30,0.391,0.375,7,-12.573,1,0.046,0.0797,0.013,0.143,0.116,153.802,4
0iOZM63lendWRTTeKhZBSC,"Mrs. Robinson - From ""The Graduate"" Soundtrack",74,244027,Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,1968-04-03,0.606,0.457,6,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,4
6rovOdp3HgK1DeAMYDzoA7,Maggie May,70,350267,Rod Stewart,2y8Jo9CKhJvtfeKOsYzRdT,1971-05-18,0.605,0.574,2,-10.536,1,0.0377,0.559,0.113,0.0684,0.543,129.449,4
5DnT9a5IM3eMjKgXTWVJvi,Have You Ever Seen The Rain,64,160333,Creedence Clearwater Revival,3IYUhFvPQItj6xySrBmZkd,1970-12-07,0.743,0.47,0,-13.154,1,0.029,0.0936,3.15e-05,0.186,0.89,116.122,4
2gE95JskwQ1pCACTpGe1Db,Down On The Corner,72,166280,Creedence Clearwater Revival,3IYUhFvPQItj6xySrBmZkd,1969-11-02,0.858,0.544,0,-9.289,1,0.0751,0.583,0.00109,0.0707,0.874,108.217,4
0jvN7eQJJt4nxQzgQfZ1SP,Spirit In The Sky,74,242893,Norman Greenbaum,7f8LNBVXN0h35veHrpxQFL,1969-01-01,0.609,0.617,9,-7.091,1,0.0307,0.0994,0.00404,0.118,0.543,128.903,4
5zA8vzDGqPl2AzZkEYQGKh,Uptown Girl,78,197707,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,1983-08-08,0.701,0.944,4,-2.986,1,0.0455,0.0755,0.0,0.601,0.792,128.993,4
1xOXXYh6lTW8laxlW7JP2J,Only the Good Die Young,67,235560,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,1977,0.579,0.872,0,-6.126,1,0.159,0.159,0.0,0.0935,0.761,76.214,4
1G391cbiT3v3Cywg8T7DM1,Scar Tissue,79,215907,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,1999-06-08,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,4
3MrWxJaD2AT0W9DjWF64Vm,Come On Eileen,74,287307,Dexys Midnight Runners,4QTVePrFu1xuGM9K0kNXkk,1982-07-22,0.45,0.656,2,-7.049,1,0.0472,0.664,3.02e-06,0.259,0.782,106.61,4
53o05J0uSWOedPwN4Z0oyo,Wheat Kings,54,259000,The Tragically Hip,0YMeriqrS3zgsX24nfY0F0,1992-10-06,0.538,0.231,7,-17.375,1,0.032,0.425,0.0,0.118,0.374,159.28,4
0BTFSLbKC5VRBNvjnkrfEk,I Got A Name,48,195053,Jim Croce,1R6Hx1tJ2VOUyodEpC12xM,2012-01-01,0.548,0.74,4,-9.338,1,0.0398,0.775,2.96e-05,0.341,0.606,87.321,4
2oPzisApHGH3hbcu4C9UJS,Bobcaygeon,55,295358,The Tragically Hip,0YMeriqrS3zgsX24nfY0F0,1998-01-01,0.391,0.755,7,-7.05,1,0.0416,0.182,0.58,0.174,0.42,170.333,4
29hBRadFZf9QTGRHZmxm65,One Week,68,169760,Barenaked Ladies,0dEvJpkqhrcn64d3oI8v79,1998-07-07,0.702,0.898,9,-6.003,1,0.0373,0.00854,0.000154,0.0917,0.731,112.845,4
7MRyJPksH3G2cXHN8UKYzP,American Girl,71,214733,Tom Petty and the Heartbreakers,4tX2TplrkIP4v05BNC903e,1976-11-09,0.55,0.824,2,-5.988,1,0.0334,0.448,0.000127,0.366,0.777,114.512,4
4c4jJJoaiY21t2TyRZgdWS,Magic Carpet Ride,68,271573,Steppenwolf,1WRM9i067hd2ujxxi8FI3m,1968-10-01,0.64,0.651,4,-14.981,0,0.0517,0.142,0.28,0.0341,0.801,111.676,4
3lh3iiiJeiBXHSZw6u0kh6,Into the Mystic - 2013 Remaster,72,205613,Van Morrison,44NX2ffIYHr6D4n7RaZF7A,1970-02,0.608,0.524,8,-10.266,1,0.0309,0.367,0.00254,0.115,0.797,86.204,4
6F42bG2EsAgo2ShVbBCdt6,Hey Tonight,39,163707,Creedence Clearwater Revival,3IYUhFvPQItj6xySrBmZkd,1970-12-07,0.704,0.589,4,-12.859,1,0.0315,0.0269,0.11,0.154,0.789,128.807,4
3jFZorzWTKEfzmwRNy8cMB,Morning Moon,18,241173,The Tragically Hip,0YMeriqrS3zgsX24nfY0F0,2009-01-01,0.552,0.806,7,-5.812,1,0.0322,0.0514,0.000398,0.113,0.531,136.325,4
3Bh6uInhcVBVvLraGZdkKD,Who'll Stop The Rain,62,147493,Creedence Clearwater Revival,3IYUhFvPQItj6xySrBmZkd,1970-07-25,0.598,0.797,7,-6.793,1,0.0332,0.0424,0.000407,0.0717,0.622,123.566,4
1mSzuXVjjKC0bPh6iG6xjy,"Girl, You'll Be a Woman Soon",63,189627,Urge Overkill,5LEUigTSXpwrtERRcSW1N4,1992-06-10,0.514,0.584,5,-13.049,1,0.042,0.0698,0.000183,0.205,0.557,114.145,4
